# time, control output, box humidity, box temp, outside humidity, outside temp, heater 1 temp, heater 2 temp
1.092736482620239258e+00 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.341000000000000014e+01 2.228000000000000114e+01
3.929601430892944336e+00 0.000000000000000000e+00 1.300000000000000000e+01 2.300000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.341000000000000014e+01 2.219000000000000128e+01
5.091893672943115234e+00 0.000000000000000000e+00 1.300000000000000000e+01 2.300000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.341000000000000014e+01 2.237999999999999901e+01
7.793232440948486328e+00 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.337999999999999901e+01 2.219000000000000128e+01
1.202018094062805176e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.341000000000000014e+01 2.219000000000000128e+01
1.471038293838500977e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.335000000000000142e+01 2.221999999999999886e+01
1.587304234504699707e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.335000000000000142e+01 2.228000000000000114e+01
1.703664326667785645e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.337999999999999901e+01 2.228000000000000114e+01
1.821456861495971680e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.341000000000000014e+01 2.221999999999999886e+01
1.937797713279724121e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.341000000000000014e+01 2.232000000000000028e+01
2.206807351112365723e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.341000000000000014e+01 2.221999999999999886e+01
2.323145627975463867e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.337999999999999901e+01 2.225000000000000000e+01
2.439479470252990723e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.337999999999999901e+01 2.228000000000000114e+01
2.555796265602111816e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.341000000000000014e+01 2.225000000000000000e+01
2.672165441513061523e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.337999999999999901e+01 2.228000000000000114e+01
2.941254758834838867e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.337999999999999901e+01 2.232000000000000028e+01
3.057673192024230957e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.360000000000000000e+02 1.000000000000000000e+01 2.337999999999999901e+01 2.228000000000000114e+01
3.327098274230957031e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.335000000000000142e+01 2.232000000000000028e+01
3.597660875320434570e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.344000000000000128e+01 2.235000000000000142e+01
3.715286922454833984e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.344000000000000128e+01 2.216000000000000014e+01
3.831650972366333008e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.341000000000000014e+01 2.232000000000000028e+01
3.947987198829650879e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.348000000000000043e+01 2.225000000000000000e+01
4.064310884475708008e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.341000000000000014e+01 2.221999999999999886e+01
4.180656504631042480e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.337999999999999901e+01 2.225000000000000000e+01
4.296963930130004883e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.335000000000000142e+01 2.228000000000000114e+01
4.413316869735717773e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.337999999999999901e+01 2.235000000000000142e+01
4.529513096809387207e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.341000000000000014e+01 2.225000000000000000e+01
4.645814847946166992e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.335000000000000142e+01 2.232000000000000028e+01
4.762172651290893555e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.325000000000000000e+01 2.235000000000000142e+01
4.879832267761230469e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.344000000000000128e+01 2.219000000000000128e+01
4.996227025985717773e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.337999999999999901e+01 2.228000000000000114e+01
5.112579441070556641e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.341000000000000014e+01 2.235000000000000142e+01
5.229051589965820312e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.341000000000000014e+01 2.228000000000000114e+01
5.345500540733337402e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.335000000000000142e+01 2.235000000000000142e+01
5.461952614784240723e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.341000000000000014e+01 2.219000000000000128e+01
5.578428268432617188e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.337999999999999901e+01 2.235000000000000142e+01
5.694895887374877930e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.344000000000000128e+01 2.235000000000000142e+01
5.811318087577819824e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.344000000000000128e+01 2.244999999999999929e+01
5.927767658233642578e+01 0.000000000000000000e+00 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.351000000000000156e+01 2.235000000000000142e+01
6.044257545471191406e+01 1.000000000000000000e+02 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.332000000000000028e+01 2.280000000000000071e+01
6.161711597442626953e+01 1.000000000000000000e+02 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.341000000000000014e+01 2.312000000000000099e+01
6.279183411598205566e+01 1.000000000000000000e+02 1.300000000000000000e+01 2.400000000000000000e+01 1.600000000000000000e+01 2.100000000000000000e+01 2.337999999999999901e+01 2.321999999999999886e+01
