# time,control output,box humidity,box temp,outside humidity,outside temp,heater 1 temp,heater 2 temp,P,I,D,SP,Err
8.522509670257568359e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,5.664000000000000057e+01,5.300000000000000000e+01,8.640000000000000568e+00,4.602844506431649080e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
8.745664715766906738e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,5.731000000000000227e+01,5.353999999999999915e+01,8.640000000000000568e+00,8.687888219897187125e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
8.968879795074462891e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,5.828000000000000114e+01,5.467000000000000171e+01,8.640000000000000568e+00,8.690225460030573390e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
9.191167140007019043e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,5.914999999999999858e+01,5.525000000000000000e+01,8.640000000000000568e+00,8.654106838874776886e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
9.413568091392517090e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.009000000000000341e+01,5.611999999999999744e+01,8.640000000000000568e+00,8.658529773440139243e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
9.531717443466186523e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.057000000000000028e+01,5.625000000000000000e+01,8.640000000000000568e+00,4.599799039840053033e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
9.650051617622375488e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.111999999999999744e+01,5.653999999999999915e+01,8.640000000000000568e+00,4.606994546398434504e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
9.768406462669372559e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.121000000000000085e+01,5.689999999999999858e+01,8.640000000000000568e+00,4.607799307000358391e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
9.886841630935668945e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.143999999999999773e+01,5.689999999999999858e+01,8.640000000000000568e+00,4.610926456328943296e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.000505485534667969e+02,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.185999999999999943e+01,5.757000000000000028e+01,8.640000000000000568e+00,4.602285722253611489e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
